id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
379,Bajaj Pulsar 180,32000.0,2012,Individual,1st owner,40000,85011.0,11,8,3636.364,303.03,Bajaj
380,Bajaj Pulsar 180,50000.0,2017,Individual,1st owner,20500,85011.0,6,5,3416.667,284.722,Bajaj
382,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,23097,80435.0,7,5,3299.571,274.964,Bajaj
383,Bajaj Discover 100 M,20000.0,2011,Individual,1st owner,37734,44756.0,12,8,3144.5,262.042,Bajaj
385,Yamaha YZF R15 S,70000.0,2016,Individual,1st owner,8000,117926.0,7,2,1142.857,95.238,Yamaha
386,Yamaha FZ V 2.0,35000.0,2014,Individual,1st owner,13500,81508.0,9,3,1500.0,125.0,Yamaha
387,Bajaj Avenger Street 220,95000.0,2018,Individual,1st owner,23000,95955.0,5,5,4600.0,383.333,Bajaj
390,Hero Achiever 150,65000.0,2016,Individual,1st owner,29000,69750.0,7,6,4142.857,345.238,Hero
392,Hero Duet,45000.0,2017,Individual,1st owner,35000,50280.0,6,7,5833.333,486.111,Hero
393,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,45137,80435.0,7,10,6448.143,537.345,Bajaj
394,Royal Enfield Classic Stealth Black,160000.0,2018,Individual,1st owner,7500,204977.0,5,2,1500.0,125.0,Royal Enfield
396,Bajaj Pulsar 135 LS,40000.0,2018,Individual,1st owner,15000,64589.0,5,3,3000.0,250.0,Bajaj
397,Yamaha Fazer [2009-2016],40000.0,2012,Individual,1st owner,7353,84751.0,11,2,668.455,55.705,Yamaha
398,Honda CB Hornet 160R,56000.0,2017,Individual,2nd owner,13200,87543.0,6,3,2200.0,183.333,Honda
399,Honda CB Unicorn Dazzler,22000.0,2011,Individual,1st owner,38350,71757.0,12,8,3195.833,266.319,Honda
400,Yamaha YBR 125,36000.0,2014,Individual,1st owner,20400,54593.0,9,5,2266.667,188.889,Yamaha
401,Suzuki Intruder 150 Fi,100000.0,2018,Individual,1st owner,14500,110240.0,5,3,2900.0,241.667,Suzuki
402,Bajaj V15,42000.0,2016,Individual,1st owner,19500,67187.0,7,4,2785.714,232.143,Bajaj
404,Hero Passion PRO TR,45000.0,2014,Individual,1st owner,36000,54586.0,9,8,4000.0,333.333,Hero
405,Yamaha FZ25,145000.0,2019,Individual,1st owner,4500,133680.0,4,1,1125.0,93.75,Yamaha
406,Hero Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,10,8,3800.0,316.667,Hero
409,Royal Enfield Classic Squadron Blue,140000.0,2017,Individual,1st owner,25000,181445.0,6,5,4166.667,347.222,Royal Enfield
411,KTM 390 Duke ABS [2013-2016],180000.0,2015,Individual,2nd owner,13125,202127.0,8,3,1640.625,136.719,KTM
412,Bajaj Pulsar 180,42000.0,2014,Individual,2nd owner,19600,85011.0,9,4,2177.778,181.481,Bajaj
413,Suzuki Access 125 [2007-2016],16000.0,2011,Individual,1st owner,40000,58314.0,12,8,3333.333,277.778,Suzuki
414,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,19055,52271.0,8,4,2381.875,198.49,Hero
415,Bajaj Pulsar 180,38000.0,2012,Individual,2nd owner,57000,85011.0,11,12,5181.818,431.818,Bajaj
416,Yamaha YZF R15 S,85000.0,2017,Individual,1st owner,13000,117926.0,6,3,2166.667,180.556,Yamaha
417,Honda Aviator,28000.0,2013,Individual,1st owner,28087,63537.0,10,6,2808.7,234.058,Honda
420,Hero Karizma ZMR,37000.0,2010,Individual,1st owner,27500,108000.0,13,6,2115.385,176.282,Hero
421,Royal Enfield Classic Chrome,135000.0,2015,Individual,1st owner,45000,189313.0,8,9,5625.0,468.75,Royal Enfield
423,Mahindra Rodeo,20000.0,2013,Individual,1st owner,7000,47343.0,10,2,700.0,58.333,Mahindra
425,Yamaha Fazer FI V 2.0 [2016-2018],65000.0,2018,Individual,1st owner,3500,89643.0,5,1,700.0,58.333,Yamaha
426,Honda Activa 5G,50000.0,2018,Individual,1st owner,14000,59422.0,5,3,2800.0,233.333,Honda
429,Honda CB Hornet 160R,60000.0,2017,Individual,1st owner,16500,92210.0,6,4,2750.0,229.167,Honda
432,Yamaha Saluto,38000.0,2015,Individual,1st owner,15000,63180.0,8,3,1875.0,156.25,Yamaha
439,Hero Xtreme 200R,87000.0,2019,Individual,1st owner,3200,93400.0,4,1,800.0,66.667,Hero
441,Bajaj Discover 150S,35000.0,2015,Individual,1st owner,28000,63331.0,8,6,3500.0,291.667,Bajaj
442,Honda CBR-250R,100000.0,2011,Individual,2nd owner,3500,171646.0,12,1,291.667,24.306,Honda
443,Hero Pleasure,30000.0,2013,Individual,1st owner,24000,51600.0,10,5,2400.0,200.0,Hero
445,Bajaj Discover 125 ST,25000.0,2012,Individual,1st owner,76000,58438.0,11,16,6909.091,575.758,Bajaj
449,Royal Enfield Classic Signals,195000.0,2018,Individual,1st owner,2845,164095.0,5,1,569.0,47.417,Royal Enfield
450,Bajaj Pulsar 180,14900.0,2007,Individual,1st owner,50000,85011.0,16,10,3125.0,260.417,Bajaj
451,Honda Dream Yuga,48000.0,2018,Individual,1st owner,7110,56147.0,5,2,1422.0,118.5,Honda
452,Yamaha FZ S [2012-2016],40000.0,2014,Individual,1st owner,27785,79432.0,9,6,3087.222,257.269,Yamaha
453,Honda CB Unicorn,45000.0,2010,Individual,1st owner,75000,71681.0,13,15,5769.231,480.769,Honda
455,Honda Activa 3G,25000.0,2011,Individual,1st owner,20000,54605.0,12,4,1666.667,138.889,Honda
456,Honda Activa [2000-2015],10000.0,2009,Individual,1st owner,60000,50267.0,14,12,4285.714,357.143,Honda
457,Mahindra Flyte,22000.0,2009,Individual,3rd owner,20000,44493.0,14,4,1428.571,119.048,Mahindra
458,Honda Activa 3G,45000.0,2015,Individual,1st owner,18000,54605.0,8,4,2250.0,187.5,Honda
460,Yamaha Ray Z,75000.0,2017,Individual,1st owner,15000,52949.0,6,3,2500.0,208.333,Yamaha
461,Bajaj Pulsar 135 LS,24000.0,2010,Individual,1st owner,45000,64589.0,13,9,3461.538,288.462,Bajaj
462,Yamaha FZ16,45000.0,2016,Individual,1st owner,37000,78712.0,7,8,5285.714,440.476,Yamaha
463,Hero Passion PRO i3s,55000.0,2017,Individual,1st owner,14600,54475.0,6,3,2433.333,202.778,Hero
464,Bajaj Discover 125,10000.0,2006,Individual,1st owner,51000,57549.0,17,11,3000.0,250.0,Bajaj
466,Honda CB Unicorn 150,55000.0,2017,Individual,1st owner,12000,74295.0,6,3,2000.0,166.667,Honda
467,Bajaj Avenger [2015],35000.0,2012,Individual,1st owner,15000,75502.0,11,3,1363.636,113.636,Bajaj
470,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,14,19,6785.714,565.476,Honda
471,Royal Enfield Classic Desert Storm,150000.0,2015,Individual,1st owner,23000,181445.0,8,5,2875.0,239.583,Royal Enfield
473,Hero Duet,35000.0,2016,Individual,2nd owner,49637,54080.0,7,10,7091.0,590.917,Hero
476,Honda Activa 3G,50000.0,2016,Individual,1st owner,5326,54605.0,7,2,760.857,63.405,Honda
477,Honda Activa [2000-2015],25000.0,2009,Individual,1st owner,585659,50267.0,14,118,41832.786,3486.066,Honda
480,Honda CB Trigger,45000.0,2015,Individual,1st owner,36000,83437.0,8,8,4500.0,375.0,Honda
481,Honda Dream Yuga,25000.0,2013,Individual,1st owner,29000,56147.0,10,6,2900.0,241.667,Honda
484,Hero Ignitor,30000.0,2016,Individual,1st owner,18000,67722.0,7,4,2571.429,214.286,Hero
488,Yamaha YZF R15 [2011-2018],60000.0,2012,Individual,1st owner,22000,118997.0,11,5,2000.0,166.667,Yamaha
489,Honda Activa 3G,32000.0,2015,Individual,1st owner,4500,54605.0,8,1,562.5,46.875,Honda
490,Bajaj Discover 150,30000.0,2012,Individual,1st owner,50000,54299.0,11,10,4545.455,378.788,Bajaj
492,Bajaj Avenger Street 150 [2018],75000.0,2016,Individual,1st owner,35000,80435.0,7,7,5000.0,416.667,Bajaj
494,Bajaj Discover 125,38000.0,2018,Individual,1st owner,34000,60122.0,5,7,6800.0,566.667,Bajaj
496,Honda CB Shine SP,47000.0,2017,Individual,1st owner,73000,64750.0,6,15,12166.667,1013.889,Honda
497,Honda Activa [2000-2015],22000.0,2014,Individual,1st owner,38000,50267.0,9,8,4222.222,351.852,Honda
498,Bajaj Avenger [2015],65000.0,2015,Individual,1st owner,26000,75502.0,8,6,3250.0,270.833,Bajaj
500,Bajaj Discover 100,30000.0,2011,Individual,1st owner,45000,42859.0,12,9,3750.0,312.5,Bajaj
502,Bajaj Avenger Street 150 [2018],80000.0,2017,Individual,1st owner,30000,80435.0,6,6,5000.0,416.667,Bajaj
507,Honda CB Trigger,40000.0,2015,Individual,1st owner,75000,76572.0,8,15,9375.0,781.25,Honda
508,Bajaj Pulsar 135 LS,20000.0,2010,Individual,1st owner,80000,64589.0,13,16,6153.846,512.82,Bajaj
509,Bajaj Pulsar 180,65000.0,2018,Individual,1st owner,26000,85011.0,5,6,5200.0,433.333,Bajaj
510,Yamaha YZF R15 S,85000.0,2016,Individual,1st owner,26000,117926.0,7,6,3714.286,309.524,Yamaha
512,Hero Xpulse 200T,105000.0,2019,Individual,1st owner,2900,96500.0,4,1,725.0,60.417,Hero
513,Yamaha FZ S V 2.0,40000.0,2015,Individual,1st owner,25000,84042.0,8,5,3125.0,260.417,Yamaha
514,Bajaj Discover 150,30000.0,2011,Individual,2nd owner,39500,54299.0,12,8,3291.667,274.306,Bajaj
515,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,40000,50267.0,11,8,3636.364,303.03,Honda
516,Hero Splendor PRO,40000.0,2016,Individual,1st owner,16000,51994.0,7,4,2285.714,190.476,Hero
517,Honda Dream Neo,45000.0,2017,Individual,2nd owner,21000,49211.0,6,5,3500.0,291.667,Honda
519,Suzuki Access 125,70000.0,2018,Individual,1st owner,7000,76632.0,5,2,1400.0,116.667,Suzuki
520,Honda Activa [2000-2015],30000.0,2012,Individual,1st owner,22000,50267.0,11,5,2000.0,166.667,Honda
523,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,6,7,5833.333,486.111,Honda
524,Bajaj V15,50000.0,2017,Individual,1st owner,9000,65626.0,6,2,1500.0,125.0,Bajaj
527,Honda Activa [2000-2015],35000.0,2013,Individual,1st owner,29500,50267.0,10,6,2950.0,245.833,Honda
531,Hero Maestro Edge,55000.0,2018,Individual,1st owner,39000,52790.0,5,8,7800.0,650.0,Hero
533,Hero Glamour 125,40000.0,2016,Individual,1st owner,15000,61600.0,7,3,2142.857,178.571,Hero
536,Yamaha YBR 125,35000.0,2013,Individual,1st owner,20350,54593.0,10,5,2035.0,169.583,Yamaha
540,Hero Passion PRO i3s,55000.0,2018,Individual,1st owner,15000,54475.0,5,3,3000.0,250.0,Hero
541,Bajaj Pulsar 180,60000.0,2015,Individual,1st owner,28563,85011.0,8,6,3570.375,297.531,Bajaj
542,Yamaha Fazer 25,115000.0,2018,Individual,1st owner,11000,142680.0,5,3,2200.0,183.333,Yamaha
545,Honda Dream Neo,50000.0,2014,Individual,1st owner,25000,49211.0,9,5,2777.778,231.481,Honda
550,Bajaj Pulsar 180,40000.0,2013,Individual,1st owner,34000,85011.0,10,7,3400.0,283.333,Bajaj
551,Hero Xtreme 200R,86000.0,2018,Individual,1st owner,12000,93400.0,5,3,2400.0,200.0,Hero
553,Bajaj Avenger Street 150 [2018],60000.0,2017,Individual,1st owner,30000,80435.0,6,6,5000.0,416.667,Bajaj
555,Honda CB Shine SP,41000.0,2017,Individual,1st owner,33000,66697.0,6,7,5500.0,458.333,Honda
556,Honda CBR150 R,110000.0,2017,Individual,1st owner,11800,129662.0,6,3,1966.667,163.889,Honda
557,Honda Dream Yuga,32000.0,2017,Individual,1st owner,39000,56147.0,6,8,6500.0,541.667,Honda
559,Hero Splendor Plus i3s,65000.0,2019,Individual,1st owner,1000,55600.0,4,1,250.0,20.833,Hero
562,Honda Activa 3G,35000.0,2016,Individual,1st owner,51000,54605.0,7,11,7285.714,607.143,Honda
570,Yamaha SZ X,35000.0,2010,Individual,1st owner,46000,65800.0,13,10,3538.462,294.872,Yamaha
572,Bajaj Pulsar 180,35000.0,2009,Individual,1st owner,19000,85011.0,14,4,1357.143,113.095,Bajaj
576,Honda CB Unicorn 160,75000.0,2016,Individual,1st owner,40000,77545.0,7,8,5714.286,476.19,Honda
579,Yamaha FZ S V 2.0,80000.0,2019,Individual,1st owner,10000,87042.0,4,2,2500.0,208.333,Yamaha
582,Bajaj Pulsar 135 LS,25000.0,2011,Individual,2nd owner,30000,64589.0,12,6,2500.0,208.333,Bajaj
585,Hero Duet,27000.0,2016,Individual,1st owner,28000,50280.0,7,6,4000.0,333.333,Hero
586,Honda CB Twister,25000.0,2015,Individual,1st owner,35000,57241.0,8,7,4375.0,364.583,Honda
587,Bajaj Discover 125,45000.0,2016,Individual,1st owner,20000,60122.0,7,4,2857.143,238.095,Bajaj
588,Honda CBR-250R,200000.0,2019,Individual,1st owner,5500,202310.0,4,2,1375.0,114.583,Honda
589,Bajaj Pulsar 180,20100.0,2008,Individual,1st owner,36000,85011.0,15,8,2400.0,200.0,Bajaj
591,Suzuki Swish [2012-2015],30000.0,2014,Individual,1st owner,30000,51685.0,9,6,3333.333,277.778,Suzuki
592,TVS Star City,21000.0,2011,Individual,1st owner,101000,47108.0,12,21,8416.667,701.389,TVS
594,Yamaha Fazer [2009-2016],45000.0,2014,Individual,1st owner,57700,84751.0,9,12,6411.111,534.259,Yamaha
596,Honda Dream Yuga,47000.0,2019,Individual,1st owner,8800,56147.0,4,2,2200.0,183.333,Honda
598,Yamaha Fazer [2009-2016],25000.0,2013,Individual,1st owner,120000,84751.0,10,24,12000.0,1000.0,Yamaha
602,Honda Activa [2000-2015],50000.0,2014,Individual,1st owner,48000,50267.0,9,10,5333.333,444.444,Honda
603,Hero Maestro Edge,46000.0,2015,Individual,1st owner,14000,55980.0,8,3,1750.0,145.833,Hero
604,Honda CB Hornet 160R,80000.0,2017,Individual,1st owner,18000,87719.0,6,4,3000.0,250.0,Honda
605,Hero Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,10,8,3800.0,316.667,Hero
606,Honda CB Trigger,40000.0,2014,Individual,1st owner,75000,83437.0,9,15,8333.333,694.444,Honda
607,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,6,7,5833.333,486.111,Honda
608,Hero Glamour FI,30900.0,2014,Individual,1st owner,25000,71150.0,9,5,2777.778,231.481,Hero
609,Bajaj Avenger [2015],65000.0,2010,Individual,1st owner,20000,75502.0,13,4,1538.462,128.205,Bajaj
614,Yamaha FZ25,90000.0,2018,Individual,1st owner,8200,132680.0,5,2,1640.0,136.667,Yamaha
616,Yamaha YZF R15 S,70000.0,2017,Individual,1st owner,16000,117926.0,6,4,2666.667,222.222,Yamaha
617,Bajaj Discover 125,15000.0,2011,Individual,1st owner,47000,57549.0,12,10,3916.667,326.389,Bajaj
618,Hero Passion PRO i3s,35000.0,2016,Individual,1st owner,18000,54475.0,7,4,2571.429,214.286,Hero
619,Honda Activa [2000-2015],15000.0,2006,Individual,1st owner,50000,50267.0,17,10,2941.176,245.098,Honda
620,Bajaj Discover 125,50000.0,2018,Individual,1st owner,6000,60122.0,5,2,1200.0,100.0,Bajaj
621,Suzuki Gixxer [2014-2018],69000.0,2017,Individual,1st owner,20000,82813.0,6,4,3333.333,277.778,Suzuki
622,TVS Wego,15000.0,2011,Individual,1st owner,65000,54760.0,12,13,5416.667,451.389,TVS
623,Bajaj Discover 150,25000.0,2008,Individual,1st owner,25000,54299.0,15,5,1666.667,138.889,Bajaj
624,Suzuki Access 125 [2007-2016],30000.0,2012,Individual,1st owner,23000,58314.0,11,5,2090.909,174.242,Suzuki
625,Hero Karizma 2014,45000.0,2014,Individual,1st owner,5555,86744.0,9,2,617.222,51.435,Hero
627,Yamaha Fazer 25,120000.0,2018,Individual,1st owner,6000,142680.0,5,2,1200.0,100.0,Yamaha
629,Yamaha YZF R15 [2011-2018],80000.0,2017,Individual,1st owner,27000,118997.0,6,6,4500.0,375.0,Yamaha
633,Hero Glamour 125,40000.0,2015,Individual,1st owner,71250,61600.0,8,15,8906.25,742.188,Hero
635,Honda CB Twister,30000.0,2012,Individual,1st owner,50000,57241.0,11,10,4545.455,378.788,Honda
639,Honda CB Trigger,45000.0,2013,Individual,1st owner,20000,76572.0,10,4,2000.0,166.667,Honda
640,Hero Hunk,35000.0,2013,Individual,1st owner,50000,78513.0,10,10,5000.0,416.667,Hero
641,Bajaj Discover 150,25000.0,2011,Individual,1st owner,52000,54299.0,12,11,4333.333,361.111,Bajaj
643,Hero Xtreme Sports,65000.0,2017,Individual,1st owner,23000,78350.0,6,5,3833.333,319.444,Hero
644,Bajaj Avenger [2015],45000.0,2011,Individual,1st owner,35000,75502.0,12,7,2916.667,243.056,Bajaj
649,Honda CB Unicorn 150,60000.0,2017,Individual,1st owner,12652,74295.0,6,3,2108.667,175.722,Honda
650,Suzuki Gixxer SF Fi,100000.0,2019,Individual,1st owner,7000,103170.0,4,2,1750.0,145.833,Suzuki
652,Bajaj Discover 100,25000.0,2010,Individual,2nd owner,28000,42859.0,13,6,2153.846,179.487,Bajaj
653,TVS Wego,15000.0,2011,Individual,2nd owner,20000,54760.0,12,4,1666.667,138.889,TVS
654,Honda CB Hornet 160R,60000.0,2017,Individual,2nd owner,16008,92210.0,6,4,2668.0,222.333,Honda
655,Yamaha YZF R15 S,75000.0,2018,Individual,1st owner,36000,117926.0,5,8,7200.0,600.0,Yamaha
657,TVS Scooty Zest 110,55000.0,2018,Individual,1st owner,380,53751.0,5,1,76.0,6.333,TVS
658,Yamaha FZ S V 2.0,85000.0,2018,Individual,1st owner,50000,87042.0,5,10,10000.0,833.333,Yamaha
661,Yamaha FZ S V 2.0,60000.0,2017,Individual,1st owner,14500,84042.0,6,3,2416.667,201.389,Yamaha
665,Hero Splendor PRO,24000.0,2011,Individual,1st owner,43000,51994.0,12,9,3583.333,298.611,Hero
668,Yamaha FZ16,40000.0,2016,Individual,1st owner,93000,78712.0,7,19,13285.714,1107.143,Yamaha
672,Yamaha FZ S V 2.0,75000.0,2017,Individual,1st owner,20000,84042.0,6,4,3333.333,277.778,Yamaha
674,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,38000,87543.0,6,8,6333.333,527.778,Honda
675,Honda Activa 125 [2016-2017],55000.0,2018,Individual,1st owner,18000,61545.0,5,4,3600.0,300.0,Honda
676,Honda Activa 5G,51000.0,2018,Individual,1st owner,14000,59422.0,5,3,2800.0,233.333,Honda
677,Yamaha Saluto,74000.0,2019,Individual,1st owner,13000,59844.0,4,3,3250.0,270.833,Yamaha
678,Yamaha FZ S V 2.0,65000.0,2017,Individual,1st owner,42000,84042.0,6,9,7000.0,583.333,Yamaha
679,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,27000,80435.0,7,6,3857.143,321.429,Bajaj
681,Yamaha YZF R15 [2011-2018],50000.0,2014,Individual,1st owner,1200,118997.0,9,1,133.333,11.111,Yamaha
686,Honda CB Unicorn 150,30000.0,2010,Individual,1st owner,69000,74295.0,13,14,5307.692,442.308,Honda
687,Honda Activa [2000-2015],16600.0,2010,Individual,1st owner,100000,50267.0,13,20,7692.308,641.026,Honda
688,Honda Activa 3G,30000.0,2015,Individual,1st owner,18000,54605.0,8,4,2250.0,187.5,Honda
690,Honda Activa 5G,62000.0,2019,Individual,1st owner,11200,59422.0,4,3,2800.0,233.333,Honda
691,Bajaj Avenger Street 220,60000.0,2016,Individual,1st owner,17000,95955.0,7,4,2428.571,202.381,Bajaj
692,Hero Xtreme [2013-2014],45000.0,2014,Individual,1st owner,56420,72492.0,9,12,6268.889,522.407,Hero
693,Yamaha FZ S [2012-2016],40000.0,2011,Individual,1st owner,82000,79432.0,12,17,6833.333,569.444,Yamaha
695,Yamaha Fazer [2009-2016],50000.0,2012,Individual,1st owner,100000,84751.0,11,20,9090.909,757.576,Yamaha
699,Bajaj Pulsar 135 LS,45000.0,2014,Individual,1st owner,14000,64589.0,9,3,1555.556,129.63,Bajaj
700,Yamaha Fazer 25,145000.0,2018,Individual,2nd owner,4100,142680.0,5,1,820.0,68.333,Yamaha
701,Honda CB Unicorn 150,45000.0,2016,Individual,2nd owner,50000,74295.0,7,10,7142.857,595.238,Honda
702,Honda Activa 5G,65000.0,2019,Individual,1st owner,3025,59422.0,4,1,756.25,63.021,Honda
703,Bajaj Pulsar 135 LS,20000.0,2011,Individual,1st owner,60000,64589.0,12,12,5000.0,416.667,Bajaj
704,Hero Duet,37000.0,2016,Individual,1st owner,6000,50280.0,7,2,857.143,71.429,Hero
705,Hero Splendor NXG,18000.0,2011,Individual,1st owner,35000,44814.0,12,7,2916.667,243.056,Hero
706,Hero Glamour 125,25000.0,2013,Individual,1st owner,50000,61600.0,10,10,5000.0,416.667,Hero
707,Honda Activa 5G,46000.0,2018,Individual,1st owner,10000,57557.0,5,2,2000.0,166.667,Honda
708,Yamaha Fascino 110,55000.0,2019,Individual,1st owner,7000,57112.0,4,2,1750.0,145.833,Yamaha
709,Bajaj V15,40000.0,2016,Individual,1st owner,34000,67187.0,7,7,4857.143,404.762,Bajaj
711,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,38000,50267.0,11,8,3454.545,287.879,Honda
714,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,240000,92210.0,6,48,40000.0,3333.333,Honda
718,Yamaha Alpha,25000.0,2015,Individual,2nd owner,14000,54253.0,8,3,1750.0,145.833,Yamaha
720,Mahindra Gusto,25000.0,2016,Individual,1st owner,13500,51185.0,7,3,1928.571,160.714,Mahindra
721,Bajaj Discover 125,26000.0,2012,Individual,1st owner,75000,57549.0,11,15,6818.182,568.182,Bajaj
722,Hero Glamour 125,15000.0,2011,Individual,1st owner,75000,61600.0,12,15,6250.0,520.833,Hero
723,Honda CB Unicorn 160,50000.0,2017,Individual,1st owner,52000,77545.0,6,11,8666.667,722.222,Honda
724,Hero Pleasure,26500.0,2013,Individual,1st owner,18860,49600.0,10,4,1886.0,157.167,Hero
726,Honda CB Hornet 160R,80000.0,2016,Individual,1st owner,100000,92661.0,7,20,14285.714,1190.476,Honda
728,Yamaha FZ S V 2.0,90000.0,2018,Individual,1st owner,10500,87042.0,5,3,2100.0,175.0,Yamaha
729,Bajaj Pulsar 180,85000.0,2016,Individual,1st owner,35000,85011.0,7,7,5000.0,416.667,Bajaj
730,Hero Glamour 125,54000.0,2013,Individual,1st owner,17000,61600.0,10,4,1700.0,141.667,Hero
732,Bajaj Discover 100 T,25000.0,2014,Individual,1st owner,30000,47032.0,9,6,3333.333,277.778,Bajaj
734,Honda CB Unicorn 150,55000.0,2014,Individual,1st owner,10000,74295.0,9,2,1111.111,92.593,Honda
735,Hero Passion PRO TR,35000.0,2014,Individual,1st owner,9556,54586.0,9,2,1061.778,88.481,Hero
736,Honda CB Shine SP,50000.0,2018,Individual,1st owner,37000,64750.0,5,8,7400.0,616.667,Honda
737,Bajaj V15,45000.0,2015,Individual,1st owner,2700,65626.0,8,1,337.5,28.125,Bajaj
738,Bajaj V15,45000.0,2016,Individual,1st owner,36000,67187.0,7,8,5142.857,428.571,Bajaj
739,Bajaj Discover 100,28000.0,2015,Individual,2nd owner,52000,42859.0,8,11,6500.0,541.667,Bajaj
743,Suzuki GS150R,27000.0,2012,Individual,1st owner,14100,70851.0,11,3,1281.818,106.818,Suzuki
745,Honda CB Unicorn Dazzler,50000.0,2010,Individual,1st owner,75000,71757.0,13,15,5769.231,480.769,Honda
747,Honda Aviator,28000.0,2009,Individual,1st owner,29625,59183.0,14,6,2116.071,176.339,Honda
748,Honda Activa [2000-2015],6000.0,2006,Individual,2nd owner,35000,50267.0,17,7,2058.824,171.569,Honda
