id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
749,Hero Hunk,35000.0,2016,Individual,1st owner,32000,78513.0,7,7,4571.429,380.952,Hero
751,Bajaj Discover 110,15000.0,2007,Individual,1st owner,70000,52710.0,16,14,4375.0,364.583,Bajaj
752,Hero Xtreme [2013-2014],45000.0,2013,Individual,1st owner,57000,75936.0,10,12,5700.0,475.0,Hero
755,Honda Aviator,30000.0,2014,Individual,1st owner,7000,59183.0,9,2,777.778,64.815,Honda
759,Bajaj V15,70000.0,2018,Individual,1st owner,15000,67187.0,5,3,3000.0,250.0,Bajaj
761,Honda Dream Yuga,35000.0,2015,Individual,1st owner,39448,56147.0,8,8,4931.0,410.917,Honda
767,Bajaj Discover 125,25000.0,2011,Individual,1st owner,70000,57549.0,12,14,5833.333,486.111,Bajaj
768,Yamaha FZ V 2.0,60000.0,2018,Individual,1st owner,25000,81508.0,5,5,5000.0,416.667,Yamaha
769,Yamaha SZ-S,50000.0,2014,Individual,1st owner,20000,72532.0,9,4,2222.222,185.185,Yamaha
771,Bajaj Discover 125 M,30000.0,2014,Individual,1st owner,45000,49146.0,9,9,5000.0,416.667,Bajaj
772,Yamaha FZ S [2012-2016],60000.0,2014,Individual,1st owner,68000,79432.0,9,14,7555.556,629.63,Yamaha
773,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,14,19,6785.714,565.476,Honda
779,Hero Glamour 125,50000.0,2017,Individual,1st owner,8600,61600.0,6,2,1433.333,119.444,Hero
783,Hero Xtreme 2014,50000.0,2014,Individual,1st owner,10000,72973.0,9,2,1111.111,92.593,Hero
784,Hero Pleasure,20000.0,2012,Individual,2nd owner,30000,49600.0,11,6,2727.273,227.273,Hero
785,Hero Passion XPro,45000.0,2018,Individual,1st owner,7000,58900.0,5,2,1400.0,116.667,Hero
787,Yamaha FZ S [2012-2016],45000.0,2016,Individual,2nd owner,20000,79432.0,7,4,2857.143,238.095,Yamaha
788,Honda Activa [2000-2015],25000.0,2015,Individual,1st owner,25000,50267.0,8,5,3125.0,260.417,Honda
789,Hero Glamour FI,75000.0,2019,Individual,1st owner,8900,71150.0,4,2,2225.0,185.417,Hero
792,Hero Xpulse 200,100000.0,2019,Individual,1st owner,8500,107500.0,4,2,2125.0,177.083,Hero
793,Honda CB Unicorn 150,30000.0,2012,Individual,1st owner,32000,74295.0,11,7,2909.091,242.424,Honda
798,Honda Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,9,5,2333.333,194.444,Honda
799,Hero Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,10,12,6000.0,500.0,Hero
800,Honda CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,9,8,4222.222,351.852,Honda
801,Honda CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,12,8,3333.333,277.778,Honda
803,Hero Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,10,5,2500.0,208.333,Hero
804,Honda Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,5,5,5000.0,416.667,Honda
805,Honda Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,9,5,2777.778,231.481,Honda
808,Suzuki Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,8,8,5000.0,416.667,Suzuki
809,Hero Xpulse 200,98000.0,2019,Individual,1st owner,8500,107500.0,4,2,2125.0,177.083,Hero
811,Bajaj Pulsar AS150,55000.0,2017,Individual,2nd owner,20000,80821.0,6,4,3333.333,277.778,Bajaj
813,Honda CB Twister,70000.0,2014,Individual,1st owner,12566,49150.0,9,3,1396.222,116.352,Honda
816,Bajaj V12,45000.0,2017,Individual,1st owner,35000,58906.0,6,7,5833.333,486.111,Bajaj
817,Hero Karizma 2014,25000.0,2015,Individual,1st owner,40000,86744.0,8,8,5000.0,416.667,Hero
818,Yamaha YZF R15 V3,170000.0,2019,Individual,1st owner,1400,146400.0,4,1,350.0,29.167,Yamaha
819,Yamaha Fascino 110,38000.0,2016,Individual,1st owner,37000,54500.0,7,8,5285.714,440.476,Yamaha
820,Honda CB Unicorn 160,45000.0,2015,Individual,1st owner,15000,77545.0,8,3,1875.0,156.25,Honda
823,Bajaj Discover 100,22000.0,2014,Individual,1st owner,14289,42859.0,9,3,1587.667,132.306,Bajaj
824,Mahindra Gusto,30000.0,2015,Individual,2nd owner,20000,51185.0,8,4,2500.0,208.333,Mahindra
832,Honda Activa [2000-2015],25000.0,2007,Individual,1st owner,17860,50267.0,16,4,1116.25,93.021,Honda
833,Yamaha FZ S [2012-2016],45000.0,2015,Individual,1st owner,24000,79432.0,8,5,3000.0,250.0,Yamaha
836,Honda Activa i [2016-2017],35000.0,2016,Individual,1st owner,29000,53436.0,7,6,4142.857,345.238,Honda
838,Yamaha FZ V 2.0,60000.0,2016,Individual,1st owner,45420,81508.0,7,10,6488.571,540.714,Yamaha
840,Honda CB Shine SP,42000.0,2017,Individual,1st owner,19800,64750.0,6,4,3300.0,275.0,Honda
841,Bajaj V15,76000.0,2018,Individual,1st owner,23000,65626.0,5,5,4600.0,383.333,Bajaj
844,Bajaj Discover 100 T,20000.0,2013,Individual,1st owner,20000,47032.0,10,4,2000.0,166.667,Bajaj
845,Honda CB Hornet 160R,75000.0,2016,Individual,1st owner,72000,92661.0,7,15,10285.714,857.143,Honda
846,Honda CB Hornet 160R,70000.0,2018,Individual,1st owner,7000,92661.0,5,2,1400.0,116.667,Honda
848,Honda CB Shine SP,50000.0,2017,Individual,1st owner,34300,62317.0,6,7,5716.667,476.389,Honda
850,Bajaj Pulsar 180,25000.0,2011,Individual,1st owner,43000,85011.0,12,9,3583.333,298.611,Bajaj
851,TVS XL 100,30000.0,2017,Individual,1st owner,8000,30490.0,6,2,1333.333,111.111,TVS
854,Bajaj Pulsar 180,50000.0,2014,Individual,1st owner,30000,85011.0,9,6,3333.333,277.778,Bajaj
855,Bajaj Discover 150,35000.0,2015,Individual,1st owner,12000,54299.0,8,3,1500.0,125.0,Bajaj
856,Bajaj Pulsar 180,30000.0,2009,Individual,1st owner,17500,85011.0,14,4,1250.0,104.167,Bajaj
858,Honda CB Unicorn 150,42000.0,2013,Individual,1st owner,38000,74295.0,10,8,3800.0,316.667,Honda
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,Individual,1st owner,12000,589000.0,12,3,1000.0,83.333,Kawasaki
864,Benelli TNT 25,160000.0,2017,Individual,1st owner,2009,170994.0,6,1,334.833,27.903,Benelli
865,Royal Enfield Thunderbird 500X,185000.0,2018,Individual,1st owner,1500,198605.0,5,1,300.0,25.0,Royal Enfield
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,Individual,1st owner,12077,208902.0,9,3,1341.889,111.824,Royal Enfield
870,Bajaj Avenger Street 220,75000.0,2018,Individual,1st owner,12000,95955.0,5,3,2400.0,200.0,Bajaj
871,Honda Activa 125 [2016-2017],50000.0,2017,Individual,1st owner,27000,61545.0,6,6,4500.0,375.0,Honda
873,Bajaj Discover 150F,30000.0,2015,Individual,1st owner,12000,64071.0,8,3,1500.0,125.0,Bajaj
875,Hero Karizma ZMR,75000.0,2015,Individual,1st owner,11000,108000.0,8,3,1375.0,114.583,Hero
876,Honda Dream Yuga,45000.0,2017,Individual,1st owner,26000,56147.0,6,6,4333.333,361.111,Honda
877,Hero Glamour 125,35000.0,2014,Individual,1st owner,450000,61600.0,9,90,50000.0,4166.667,Hero
878,Honda Activa [2000-2015],35000.0,2012,Individual,1st owner,29000,50267.0,11,6,2636.364,219.697,Honda
880,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,13000,92210.0,6,3,2166.667,180.556,Honda
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,Individual,1st owner,5814,148114.0,5,2,1162.8,96.9,Royal Enfield
883,Bajaj Discover 100,24000.0,2014,Individual,1st owner,31000,42859.0,9,7,3444.444,287.037,Bajaj
887,Bajaj Pulsar 180,72000.0,2017,Dealer,1st owner,7850,85011.0,6,2,1308.333,109.028,Bajaj
890,Royal Enfield Classic Chrome,185000.0,2015,Individual,2nd owner,5000,189313.0,8,1,625.0,52.083,Royal Enfield
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,Individual,1st owner,14000,148114.0,5,3,2800.0,233.333,Royal Enfield
893,Hero Pleasure [2005-2015],30000.0,2013,Individual,1st owner,25000,46779.0,10,5,2500.0,208.333,Hero
894,TVS Victor,18000.0,2004,Individual,1st owner,46700,54852.0,19,10,2457.895,204.825,TVS
897,Kawasaki Ninja 300,300000.0,2016,Individual,1st owner,9800,360000.0,7,2,1400.0,116.667,Kawasaki
898,Honda Dream Yuga,30000.0,2015,Individual,2nd owner,46070,56147.0,8,10,5758.75,479.896,Honda
902,Yamaha YZF R15 [2011-2018],80000.0,2013,Dealer,1st owner,30000,118997.0,10,6,3000.0,250.0,Yamaha
904,Hero Karizma ZMR,43000.0,2012,Individual,2nd owner,63000,108000.0,11,13,5727.273,477.273,Hero
906,Yo Style,20000.0,2011,Individual,1st owner,10000,37675.0,12,2,833.333,69.444,Yo
907,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,10000,52271.0,8,2,1250.0,104.167,Hero
909,Bajaj Discover 100,21000.0,2009,Individual,1st owner,50000,42859.0,14,10,3571.429,297.619,Bajaj
910,Yamaha Fazer [2009-2016],35000.0,2011,Individual,1st owner,15500,84751.0,12,4,1291.667,107.639,Yamaha
911,Bajaj Discover 125,23000.0,2011,Individual,1st owner,66000,57549.0,12,14,5500.0,458.333,Bajaj
914,Bajaj Discover 125 M,45000.0,2014,Individual,1st owner,40000,47186.0,9,8,4444.444,370.37,Bajaj
915,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,25000,80435.0,7,5,3571.429,297.619,Bajaj
916,Yamaha Fazer [2009-2016],40000.0,2013,Individual,1st owner,34500,84751.0,10,7,3450.0,287.5,Yamaha
917,Hero Passion X Pro [2016-2017],42000.0,2016,Individual,1st owner,15500,59095.0,7,4,2214.286,184.524,Hero
918,Honda Activa [2000-2015],18000.0,2011,Individual,1st owner,28000,50267.0,12,6,2333.333,194.444,Honda
919,TVS Star City,15000.0,2006,Individual,1st owner,40000,46575.0,17,8,2352.941,196.078,TVS
921,TVS Star City,25000.0,2016,Individual,1st owner,50000,47108.0,7,10,7142.857,595.238,TVS
923,Bajaj Discover 100,23000.0,2012,Individual,1st owner,50000,42859.0,11,10,4545.455,378.788,Bajaj
924,TVS Victor,10000.0,2005,Individual,1st owner,55000,54852.0,18,11,3055.556,254.63,TVS
926,Honda Aviator,25000.0,2012,Individual,2nd owner,12000,59183.0,11,3,1090.909,90.909,Honda
927,Bajaj Pulsar 180,50000.0,2010,Individual,1st owner,70000,85011.0,13,14,5384.615,448.718,Bajaj
928,Bajaj Avenger [2015],60000.0,2015,Individual,2nd owner,16000,75502.0,8,4,2000.0,166.667,Bajaj
930,Hero Maestro,50000.0,2016,Individual,1st owner,100000,49412.0,7,20,14285.714,1190.476,Hero
931,Honda CB Shine SP,50000.0,2016,Individual,1st owner,45000,64750.0,7,9,6428.571,535.714,Honda
935,Honda Activa 3G,40000.0,2016,Individual,1st owner,60000,54605.0,7,12,8571.429,714.286,Honda
936,Bajaj Pulsar 135 LS,45000.0,2017,Individual,1st owner,22000,64589.0,6,5,3666.667,305.556,Bajaj
938,Hero Pleasure,30000.0,2013,Individual,1st owner,25000,49600.0,10,5,2500.0,208.333,Hero
941,Honda CB Twister,25000.0,2012,Individual,1st owner,86000,53857.0,11,18,7818.182,651.515,Honda
943,Bajaj Pulsar AS200,65000.0,2015,Individual,1st owner,33000,92074.0,8,7,4125.0,343.75,Bajaj
944,Honda Activa 3G,40000.0,2015,Individual,1st owner,36000,54605.0,8,8,4500.0,375.0,Honda
946,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,28000,83340.0,6,6,4666.667,388.889,Honda
948,Hero Splendor PRO,35000.0,2015,Individual,1st owner,35280,51994.0,8,8,4410.0,367.5,Hero
953,Hero Ignitor,36000.0,2016,Individual,1st owner,23000,65599.0,7,5,3285.714,273.81,Hero
954,Bajaj Discover 100 M,32000.0,2014,Individual,1st owner,30000,44756.0,9,6,3333.333,277.778,Bajaj
955,Honda Activa 3G,50000.0,2016,Individual,1st owner,6000,54605.0,7,2,857.143,71.429,Honda
956,Bajaj Pulsar 135 LS,50000.0,2015,Individual,1st owner,48000,64589.0,8,10,6000.0,500.0,Bajaj
960,Royal Enfield Thunder 500,175000.0,2018,Individual,1st owner,3000,190000.0,5,1,600.0,50.0,Royal Enfield
961,UM Renegade Mojave,170000.0,2019,Individual,1st owner,1400,182000.0,4,1,350.0,29.167,UM
962,KTM RC200,165000.0,2019,Individual,1st owner,4000,178000.0,4,1,1000.0,83.333,KTM
963,Bajaj Dominar 400,145000.0,2019,Individual,1st owner,1200,160000.0,4,1,300.0,25.0,Bajaj
964,Royal Enfield Classic 350,135000.0,2019,Individual,1st owner,4100,147000.0,4,1,1025.0,85.417,Royal Enfield
965,KTM RC390,135000.0,2017,Individual,1st owner,21700,237000.0,6,5,3616.667,301.389,KTM
966,Hyosung GT250R,135000.0,2016,Individual,2nd owner,16500,345000.0,7,4,2357.143,196.429,Hyosung
967,Royal Enfield Thunder 350,125000.0,2015,Individual,1st owner,15000,150000.0,8,3,1875.0,156.25,Royal Enfield
968,Royal Enfield Thunder 350,120000.0,2018,Individual,1st owner,18000,150000.0,5,4,3600.0,300.0,Royal Enfield
969,Royal Enfield Classic 350,120000.0,2019,Individual,1st owner,11000,147000.0,4,3,2750.0,229.167,Royal Enfield
970,KTM RC200,120000.0,2018,Individual,1st owner,6000,178000.0,5,2,1200.0,100.0,KTM
971,Royal Enfield Thunder 350,115000.0,2018,Individual,1st owner,8700,150000.0,5,2,1740.0,145.0,Royal Enfield
972,KTM 390 Duke ,115000.0,2016,Individual,1st owner,7000,240000.0,7,2,1000.0,83.333,KTM
973,Mahindra Mojo XT300,115000.0,2018,Individual,1st owner,35000,140000.0,5,7,7000.0,583.333,Mahindra
974,Royal Enfield Classic 350,115000.0,2017,Individual,1st owner,17000,147000.0,6,4,2833.333,236.111,Royal Enfield
975,Royal Enfield Classic 350,111000.0,2017,Individual,1st owner,17500,147000.0,6,4,2916.667,243.056,Royal Enfield
976,Royal Enfield Classic 350,110000.0,2015,Individual,1st owner,33000,147000.0,8,7,4125.0,343.75,Royal Enfield
977,Royal Enfield Thunder 500,110000.0,2017,Individual,1st owner,14000,190000.0,6,3,2333.333,194.444,Royal Enfield
978,Royal Enfield Classic 350,110000.0,2017,Individual,1st owner,26000,147000.0,6,6,4333.333,361.111,Royal Enfield
979,Royal Enfield Thunder 500,105000.0,2015,Individual,1st owner,5400,190000.0,8,2,675.0,56.25,Royal Enfield
980,Bajaj Pulsar RS200,105000.0,2018,Individual,1st owner,5700,126000.0,5,2,1140.0,95.0,Bajaj
981,Royal Enfield Thunder 350,105000.0,2013,Individual,1st owner,6900,150000.0,10,2,690.0,57.5,Royal Enfield
982,Royal Enfield Bullet 350,105000.0,2018,Individual,1st owner,6000,117000.0,5,2,1200.0,100.0,Royal Enfield
983,Royal Enfield Classic 350,100000.0,2015,Individual,1st owner,46500,147000.0,8,10,5812.5,484.375,Royal Enfield
984,Royal Enfield Classic 500,95000.0,2014,Individual,1st owner,11500,175000.0,9,3,1277.778,106.481,Royal Enfield
985,Royal Enfield Classic 500,90000.0,2011,Individual,1st owner,40000,175000.0,12,8,3333.333,277.778,Royal Enfield
986,Bajaj Avenger 220,90000.0,2019,Individual,1st owner,1300,95000.0,4,1,325.0,27.083,Bajaj
987,Bajaj Avenger 150,75000.0,2018,Individual,1st owner,7000,80000.0,5,2,1400.0,116.667,Bajaj
988,Honda CB Hornet 160R,80000.0,2019,Individual,1st owner,3000,87000.0,4,1,750.0,62.5,Honda
989,Yamaha FZ S V 2.0,78000.0,2019,Individual,1st owner,5000,84000.0,4,1,1250.0,104.167,Yamaha
990,Honda CB Hornet 160R,75000.0,2019,Individual,1st owner,11000,87000.0,4,3,2750.0,229.167,Honda
991,Yamaha FZ 16,75000.0,2017,Individual,1st owner,18000,82000.0,6,4,3000.0,250.0,Yamaha
992,Bajaj Avenger 220,75000.0,2019,Individual,1st owner,3500,95000.0,4,1,875.0,72.917,Bajaj
993,Bajaj Avenger 220,72000.0,2018,Individual,1st owner,500,95000.0,5,1,100.0,8.333,Bajaj
994,TVS Apache RTR 160,65000.0,2019,Individual,1st owner,11800,81000.0,4,3,2950.0,245.833,TVS
995,Bajaj Pulsar 150,65000.0,2017,Individual,1st owner,5000,74000.0,6,1,833.333,69.444,Bajaj
996,Honda CBR 150,65000.0,2016,Individual,1st owner,23500,120000.0,7,5,3357.143,279.762,Honda
997,Hero Extreme,65000.0,2015,Individual,1st owner,16000,78700.0,8,4,2000.0,166.667,Hero
998,Honda CB Hornet 160R,60000.0,2018,Individual,1st owner,15000,87000.0,5,3,3000.0,250.0,Honda
999,Bajaj Avenger 220 dtsi,60000.0,2017,Individual,1st owner,16600,95000.0,6,4,2766.667,230.556,Bajaj
1000,Honda CBR 150,60000.0,2015,Individual,1st owner,32000,120000.0,8,7,4000.0,333.333,Honda
1001,Bajaj Avenger 150 street,60000.0,2018,Individual,1st owner,20000,80000.0,5,4,4000.0,333.333,Bajaj
1002,Yamaha FZ  v 2.0,60000.0,2017,Individual,1st owner,29000,84000.0,6,6,4833.333,402.778,Yamaha
1003,Yamaha FZ  v 2.0,60000.0,2018,Individual,1st owner,25000,84000.0,5,5,5000.0,416.667,Yamaha
1004,Bajaj Pulsar  NS 200,60000.0,2016,Individual,1st owner,25000,99000.0,7,5,3571.429,297.619,Bajaj
1005,TVS Apache RTR 160,60000.0,2014,Individual,1st owner,19000,81000.0,9,4,2111.111,175.926,TVS
1006,Hero Extreme,55000.0,2016,Individual,1st owner,15000,78700.0,7,3,2142.857,178.571,Hero
1007,Yamaha FZ S V 2.0,55000.0,2017,Individual,1st owner,58000,84000.0,6,12,9666.667,805.556,Yamaha
1008,Bajaj Pulsar 220 F,52000.0,2012,Individual,1st owner,45000,94000.0,11,9,4090.909,340.909,Bajaj
1009,Bajaj Pulsar 220 F,51000.0,2018,Individual,1st owner,24000,94000.0,5,5,4800.0,400.0,Bajaj
1010,TVS Apache RTR 180,50000.0,2013,Individual,1st owner,6000,82600.0,10,2,600.0,50.0,TVS
1011,Hero Passion X pro,50000.0,2018,Individual,1st owner,31000,55000.0,5,7,6200.0,516.667,Hero
1012,Bajaj Pulsar NS 200,50000.0,2014,Individual,1st owner,13000,99000.0,9,3,1444.444,120.37,Bajaj
1013,Bajaj Pulsar NS 200,50000.0,2015,Individual,1st owner,45000,99000.0,8,9,5625.0,468.75,Bajaj
1014,Yamaha Fazer ,50000.0,2016,Individual,1st owner,8000,88000.0,7,2,1142.857,95.238,Yamaha
1015,Honda Activa 4G,48000.0,2019,Individual,1st owner,4300,51000.0,4,1,1075.0,89.583,Honda
1016,TVS Sport ,48000.0,2019,Individual,1st owner,15000,52000.0,4,3,3750.0,312.5,TVS
1017,Yamaha FZ S V 2.0,48000.0,2017,Individual,1st owner,23000,84000.0,6,5,3833.333,319.444,Yamaha
1018,Honda Dream Yuga ,48000.0,2019,Individual,1st owner,8600,54000.0,4,2,2150.0,179.167,Honda
1019,Honda Activa 4G,45000.0,2019,Individual,1st owner,4000,51000.0,4,1,1000.0,83.333,Honda
1020,Bajaj Avenger Street 220,45000.0,2013,Individual,1st owner,24000,95000.0,10,5,2400.0,200.0,Bajaj
1021,TVS Apache RTR 180,45000.0,2016,Individual,1st owner,23000,82600.0,7,5,3285.714,273.81,TVS
1022,Bajaj Pulsar NS 200,45000.0,2014,Individual,1st owner,14500,99000.0,9,3,1611.111,134.259,Bajaj
1023,Bajaj Avenger 220 dtsi,45000.0,2012,Individual,1st owner,27000,95000.0,11,6,2454.545,204.545,Bajaj
1024,Hero Splender iSmart,45000.0,2018,Individual,1st owner,14000,54000.0,5,3,2800.0,233.333,Hero
1025,Activa 3g,45000.0,2018,Individual,1st owner,500,54000.0,5,1,100.0,8.333,Activa
1026,Hero Passion Pro,45000.0,2018,Individual,1st owner,1000,55000.0,5,1,200.0,16.667,Hero
1027,TVS Apache RTR 160,42000.0,2016,Individual,1st owner,42000,81000.0,7,9,6000.0,500.0,TVS
1028,Honda CB Trigger,42000.0,2015,Individual,1st owner,12000,73000.0,8,3,1500.0,125.0,Honda
1029,Hero Splender iSmart,40000.0,2017,Individual,1st owner,14000,54000.0,6,3,2333.333,194.444,Hero
1030,Yamaha FZ S ,40000.0,2014,Individual,1st owner,5500,83000.0,9,2,611.111,50.926,Yamaha
1031,Hero Passion Pro,40000.0,2017,Individual,1st owner,6700,55000.0,6,2,1116.667,93.056,Hero
1032,Bajaj Pulsar 135 LS,40000.0,2016,Individual,1st owner,13700,64000.0,7,3,1957.143,163.095,Bajaj
1033,Activa 4g,40000.0,2019,Individual,1st owner,1300,51000.0,4,1,325.0,27.083,Activa
1034,Honda CB Unicorn,38000.0,2017,Individual,1st owner,38600,72000.0,6,8,6433.333,536.111,Honda
1035,Hero Honda CBZ extreme,38000.0,2013,Individual,1st owner,75000,78700.0,10,15,7500.0,625.0,Hero Honda
1036,Honda Karizma,35000.0,2013,Individual,1st owner,30000,105000.0,10,6,3000.0,250.0,Honda
1037,Honda Activa 125,35000.0,2018,Individual,1st owner,24000,57000.0,5,5,4800.0,400.0,Honda
1038,TVS Jupyter,35000.0,2016,Individual,1st owner,19000,52000.0,7,4,2714.286,226.191,TVS
1039,Honda Karizma,31000.0,2012,Individual,1st owner,213000,105000.0,11,43,19363.636,1613.636,Honda
1040,Hero Honda Passion Pro,30000.0,2014,Individual,1st owner,60000,51000.0,9,12,6666.667,555.556,Hero Honda
1041,Hero Splender Plus,30000.0,2018,Individual,1st owner,50000,48000.0,5,10,10000.0,833.333,Hero
1042,Honda CB Shine,30000.0,2015,Individual,1st owner,30000,58000.0,8,6,3750.0,312.5,Honda
1043,Bajaj Discover 100,27000.0,2015,Individual,1st owner,21000,47000.0,8,5,2625.0,218.75,Bajaj
1044,Bajaj Pulsar 150,25000.0,2010,Individual,2nd owner,26000,75000.0,13,6,2000.0,166.667,Bajaj
1045,Suzuki Access 125,25000.0,2010,Individual,1st owner,1900,58000.0,13,1,146.154,12.179,Suzuki
1046,TVS Wego,25000.0,2012,Individual,1st owner,22000,52000.0,11,5,2000.0,166.667,TVS
1047,Honda CB twister,25000.0,2015,Individual,1st owner,32000,51000.0,8,7,4000.0,333.333,Honda
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,8,4,2250.0,187.5,Hero
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,16,11,3437.5,286.458,Hero
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,13,12,4615.385,384.615,Bajaj
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,9,5,2777.778,231.481,Bajaj
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,14,10,3500.0,291.667,Hero
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,8,5,3000.0,250.0,Hero
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,13,10,3846.154,320.513,Hero
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,6,7,5833.333,486.111,Bajaj
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,13,100,38461.538,3205.128,Activa
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,11,7,3000.0,250.0,Honda
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,10,7,3500.0,291.667,Bajaj
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,14,11,3785.714,315.476,Honda
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,15,19,6148.867,512.406,Bajaj
